,City,country,Latitude,Longitude,Location,State,State Code
632,Silverdale,United States,47.6594091,-122.6766317,"Silverdale, WA",Washington,WA
633,Northeast Center,United States,41.9317593,-73.5340131,"Northeast Center, NY",New York,NY
634,Newtown,United States,41.4200956,-73.2820608,"Sandy Hook, CT",Connecticut,CT
635,Sydney,Australia,-34.0200181,151.1226751,Taren Point,New South Wales,NSW
636,South Somerset,United Kingdom,51.0560417,-2.4112309,"Wincanton, England, England",England,ENG
637,Pointe-Claire,Canada,45.4566767,-73.8067442,"Pointe-Claire, QC",Quebec,QC
638,Mount Juliet,United States,36.200055,-86.5186054,"Mount Juliet, TN",Tennessee,TN
639,Caldicot,United Kingdom,51.5845063,-2.7597685,"Caldicot, Wales, Wales",Wales,WLS
640,Paramount,United States,33.898917,-118.171005,"Paramount, CA",California,CA
641,Borough of Spelthorne,United Kingdom,51.4531631,-0.4628496,"West Bedfont, England, England",England,ENG
642,Melbourne,Australia,-37.841739,145.2681208,Bayswater,Victoria,VIC
643,El Sobrante,United States,37.9774476,-122.2949894,"El Sobrante, CA",California,CA
644,Village of Pewaukee,United States,43.0805651,-88.2612045,"Pewaukee, WI",Wisconsin,WI
645,Belmont,United States,42.3959296,-71.1786655,"Belmont, MA",Massachusetts,MA
646,Melbourne,Australia,-37.8523357,145.2259721,Wantirna,Victoria,VIC
647,Borough of Newcastle-under-Lyme,United Kingdom,53.0305158,-2.219897,"Wolstanton, England, England",England,ENG
648,San Juan Capistrano,United States,33.5016932,-117.6625509,"San Juan Capistrano, CA",California,CA
649,Waynesville,United States,37.8141419,-92.2266876,"Waynesville, MO",Missouri,MO
650,Perth,Australia,-41.5730227,147.1719755,"Perth, Tasmania, Tasmania",Tasmania,TAS
651,Eagle Mountain,United States,40.3093488,-112.0119825,"Eagle Mountain, UT",Utah,UT
652,Manteno,United States,41.2506759,-87.8314299,"Manteno, IL",Illinois,IL
653,Clarence Center,United States,43.0106139,-78.6375283,"Clarence Center, NY",New York,NY
654,Canton,United States,42.1584324,-71.1447732,"Canton, MA",Massachusetts,MA
655,Huntington Station,United States,40.8534318,-73.4115091,"Huntington Station, NY",New York,NY
656,Wales,United States,48.895238,-98.600806,"Abergele, Wales, Wales",North Dakota,ND
657,Matawan,United States,40.41483,-74.2295891,"Matawan, NJ",New Jersey,NJ
658,Monticello,United States,40.7453169,-86.7647343,"Monticello, IN",Indiana,IN
659,Little Chalfont,United Kingdom,51.6700802,-0.5632091,"Little Chalfont, England, England",England,ENG
660,Washington,United States,35.5493702,-77.0535574,"Washington, NC",North Carolina,NC
661,Lemont,United States,41.6737149,-88.0016263,"Lemont, IL",Illinois,IL
662,Colchester,United Kingdom,51.882731,0.8135122,"Stanway, England, England",England,ENG
663,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Croydon, Victoria, Victoria",Tamaulipas,TAM
664,Wauconda,United States,42.2589122,-88.1392474,"Wauconda, IL",Illinois,IL
665,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Burwood, Victoria, Victoria",Tamaulipas,TAM
666,St. Albans,United States,38.3856488,-81.836241,"Saint Albans, WV",West Virginia,WV
667,Liberty Lake,United States,47.6681145,-117.104865,"Liberty Lake, WA",Washington,WA
668,East Suffolk,United Kingdom,52.2142535,1.4918009,"Saxmundham, England, England",England,ENG
669,Lake Stevens,United States,48.0197794,-122.0660914,"Lake Stevens, WA",Washington,WA
670,Rosemount,United States,44.7391873,-93.12611,"Rosemount, MN",Minnesota,MN
671,Walker,United States,30.4879678,-90.8614878,"Walker, LA",Louisiana,LA
672,Melbourne,Australia,-37.82050305,145.1751332415871,Nunawading,Victoria,VIC
673,Saukville,United States,43.3816691,-87.9406454,"Saukville, WI",Wisconsin,WI
674,Swansea,United States,41.7481575,-71.1897684,"Swansea, MA",Massachusetts,MA
675,Pataskala,United States,39.9955726,-82.6742373,"Pataskala, OH",Ohio,OH
676,Saint Albans,United States,44.8107911,-73.0833607,"Saint Albans, VT",Vermont,VT
677,Wales,United Kingdom,53.34061,-1.28162,"Merthyr, Wales, Wales",England,ENG
678,Massapequa,United States,40.6761472,-73.4696557,"Massapequa, NY",New York,NY
679,Sydney,Australia,-34.0316667,150.8511111,Minto,New South Wales,NSW
680,Claremont,United States,43.3727579,-72.3382504,"Claremont, NH",New Hampshire,NH
681,Village/Town of Mount Kisco,United States,41.2042616,-73.7270761,"Mount Kisco, NY",New York,NY
682,Shelton,United States,47.2150945,-123.100706,"Shelton, WA",Washington,WA
683,Mount Vernon,United States,38.3172715,-88.9031201,"Mount Vernon, IL",Illinois,IL
684,Painted Post,United States,42.1620186,-77.0941366,"Painted Post, NY",New York,NY
685,City of North Tonawanda,United States,43.0407742,-78.8660527,"North Tonawanda, NY",New York,NY
686,Mount Barker,Australia,-35.0641302,138.8586385,"Mount Barker, South Australia, South Australia",South Australia,SA
687,Prince George,Canada,53.838256,-122.743455,"Santa Fe Springs, Los Angeles, CA, Optional[CA]",British Columbia,BC
688,Pleasanton,United States,28.967194,-98.4786269,"Pleasanton, TX",Texas,TX
689,Sanger,United States,33.3631706,-97.1739028,"Sanger, TX",Texas,TX
690,Byron Center,United States,42.8122508,-85.7228062,"Byron Center, MI",Michigan,MI
691,San Lorenzo,United States,37.6810422,-122.1244088,"San Lorenzo, CA",California,CA
692,Alsager,United Kingdom,53.0960614,-2.3046307,"Alsager, England, England",England,ENG
693,Benton,United States,34.5645372,-92.586828,"Benton, AR",Arkansas,AR
694,San Nicolás de los Garza,Mexico,25.7367433,-100.269807,San Nicolás de los Garza,Nuevo León,NLE
695,Sandown,United Kingdom,50.6530593,-1.1536287,"Sandown, England, England",England,ENG
696,Boston,United States,42.3554266,-71.0605017,"Downtown Crossing, MA",Massachusetts,MA
697,Enterprise,United States,31.3151708,-85.8552161,"Enterprise, AL",Alabama,AL
698,Pagosa Springs,United States,37.2695661,-107.010816,"Pagosa Springs, CO",Colorado,CO
699,Ritzville,United States,47.1268749,-118.380847,"Ritzville, WA",Washington,WA
700,Crescent City,United States,41.8528065,-124.14986198309553,"Crescent City, CA",California,CA
701,Agawam,United States,42.0688621,-72.6151604,"Agawam, MA",Massachusetts,MA
702,Wallingford,United States,41.4570418,-72.8231552,"Wallingford, CT",Connecticut,CT
703,Sydney,Australia,-33.9332633,150.949686,"Moorebank, New South Wales",New South Wales,NSW
704,Burien,United States,47.469918,-122.3485274,"Burien, WA",Washington,WA
705,New York,United States,40.6578815,-73.8362459,"Howard Beach, NY",New York,NY
706,Coventry,United Kingdom,52.426112,-1.440645,"Walsgrave on Sowe, England, England",England,ENG
707,Arun,United Kingdom,50.8552406,-0.6479148,"Fontwell, England, England",England,ENG
708,Cardiff,United Kingdom,51.533284,-3.1819465,"Llanishen, Cardiff, Wales, Wales",Wales,WLS
709,Polokwane,South Africa,-23.9058333,29.4613889,Polokwane,Limpopo,LP
710,Wales,United States,48.895238,-98.600806,"Nantgarw, Wales, Wales",North Dakota,ND
711,Denton,United States,38.8845583,-75.8271564,"Denton, MD",Maryland,MD
712,Penarth,United Kingdom,51.4358489,-3.1746781,"Penarth, Wales, Wales",Wales,WLS
713,Noosa Heads,Australia,-26.398056,153.061676,Noosaville,Queensland,QLD
714,Wareham,United Kingdom,50.6868972,-2.1098377,"Wareham, England, England",England,ENG
715,Piedmont,United States,34.7023389,-82.4645714,"Piedmont, SC",South Carolina,SC
716,Linthicum,United States,39.2039094,-76.6597094,"Linthicum Heights, MD",Maryland,MD
717,Sanger,United States,36.708006,-119.5559652,"Sanger, CA",California,CA
718,Penticton,Canada,49.5003268,-119.5932499,"Penticton, BC",British Columbia,BC
719,Town of Moravia,United States,42.7584033,-76.4593813,"Southeast Owasco, NY",New York,NY
720,Sacramento,United States,38.6060158,-121.4574543,"North Sacramento, CA",California,CA
721,Village of Pleasantville,United States,41.1328736,-73.7926335,"Pleasantville, NY",New York,NY
722,Walnut Ridge,United States,36.0680241,-90.9561004,"Walnut Ridge, AR",Arkansas,AR
723,Huntington,United States,40.8831011,-85.497476,"Huntington, IN",Indiana,IN
724,Criciúma,Brazil,-28.6789941,-49.3695627,"Criciúma, Santa Catarina, Santa Catarina",Santa Catarina,SC
725,Cowbridge,United Kingdom,51.4585682,-3.4462864235742865,"Cowbridge, Wales, Wales",Wales,WLS
726,City of Lackawanna,United States,42.8257735,-78.823648,"Lackawanna, NY",New York,NY
727,Pontypridd,United Kingdom,51.5918935,-3.3249855,"Treforest, Wales, Wales",Wales,WLS
728,Montréal-Est,Canada,45.6309797,-73.4977437,"Montréal-Est, QC",Quebec,QC
729,Hammonton,United States,39.6365056,-74.8023853,"Hammonton, NJ",New Jersey,NJ
730,San Diego,United States,27.7639145,-98.2388953,"San Diego, TX",Texas,TX
731,Clinton,United States,41.2787104,-72.5275904,"Clinton, CT",Connecticut,CT
732,Waite Park,United States,45.51301545,-94.26067180000001,"Waite Park, MN",Minnesota,MN
733,Twentynine Palms,United States,34.1356915,-116.0543506,"Twentynine Palms, CA",California,CA
734,Upper Gwynedd Township,United States,40.2067735,-75.2993434,"West Point, PA",Pennsylvania,PA
735,Tenby,United Kingdom,51.6621805,-4.710540012667305,"South Beach, Wales, Wales",Wales,WLS
736,Tenterden,United Kingdom,51.0700956,0.6888267,"Tenterden, England, England",England,ENG
737,Longview,United States,46.145633,-122.930756,"Tri Cities, WA",Washington,WA
738,Union Gap,United States,46.5573492,-120.475063,"Union Gap, WA",Washington,WA
739,Corinth,United States,34.9343599,-88.5223353,"Corinth, MS",Mississippi,MS
740,South San Jose Hills,United States,34.0127895,-117.9047845,"South San Jose Hills, CA",California,CA
741,Village of Canton,United States,44.5956163,-75.1690942,"Canton, NY",New York,NY
742,Sachse,United States,32.9762327,-96.5952703,"Sachse, TX",Texas,TX
743,Mantua,United States,41.283944,-81.223991,"Mantua, OH",Ohio,OH
744,North Wales,United States,40.2109404,-75.2782317,"North Wales, PA",Pennsylvania,PA
745,Burlington,United States,48.4738136,-122.330453,"Burlington, WA",Washington,WA
746,Linton,United States,39.0347666,-87.1658458,"Linton, IN",Indiana,IN
747,Sausalito,United States,37.8590272,-122.485469,"Sausalito, CA",California,CA
748,Melbourne,Australia,-37.8255813,145.28219,"Bayswater North, Victoria",Victoria,VIC
749,Toronto,Canada,43.6534817,-79.3839347,Toronto,Ontario,ON
750,Delta,Canada,49.016667,-123.083333,"Tsawwassen, BC",British Columbia,BC
751,Village of Larchmont,United States,40.9278769,-73.7517983,"Larchmont, NY",New York,NY
752,Bonney Lake,United States,47.1870191,-122.1702293,"Bonney Lake, WA",Washington,WA
753,Walterboro,United States,32.9021377,-80.6672631,"Walterboro, SC",South Carolina,SC
754,Azusa,United States,34.1338751,-117.9056046,"Azusa, CA",California,CA
755,Gladstone,Australia,-23.8464223,151.2629467,"Gladstone, Queensland, Queensland",Queensland,QLD
756,Polmont,United Kingdom,55.9905901,-3.7074588,"Polmont, Scotland, Scotland",Scotland,SCT
757,Kawartha Lakes,Canada,44.3551266,-78.7369939,"Lindsay, ON",Ontario,ON
758,Central,United States,31.4274044,-94.8085436,"Central, TX",Texas,TX
759,Almont,United States,42.9205842,-83.0449348,"Almont, MI",Michigan,MI
760,Walpole,United States,42.1459019,-71.2538759,"Walpole, MA",Massachusetts,MA
761,Brooklyn Center,United States,45.0748543,-93.3296296,"Brooklyn Center, MN",Minnesota,MN
762,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Broadmeadows, Victoria, Victoria",Tamaulipas,TAM
763,Toronto,United States,37.7989253,-95.9491562,"Toronto, KS",Kansas,KS
764,Dublin,Ireland,53.3971578,-6.2454723,Santry,Leinster,L
765,Santiago de Compostela,Spain,42.8804219,-8.5458608,Santiago de Compostela,Galicia,GA
766,Mount Morris,United States,43.118637,-83.694958,"Mount Morris, MI",Michigan,MI
767,Warrenton,United States,38.7135498,-77.795367,"Warrenton, VA",Virginia,VA
768,Baglan,United Kingdom,51.6143157,-3.8093646,"Baglan, Wales, Wales",Wales,WLS
769,East Point,United States,33.6795531,-84.4393724,"East Point, GA",Georgia,GA
770,Owatonna,United States,44.0839937,-93.2261076,"Owatonna, MN",Minnesota,MN
771,San Jacinto,United States,33.7839664,-116.9589086,"San Jacinto, CA",California,CA
772,Cantonment,United States,30.605427,-87.344442,"Cantonment, FL",Florida,FL
773,Canton,United States,32.555664,-95.8640507,"Canton, TX",Texas,TX
774,Breckland District,United Kingdom,52.6481171,0.6909259,"Swaffham, England, England",England,ENG
775,La Puente,United States,34.0280619,-117.953097,"La Puente, CA",California,CA
776,Camas,United States,45.5863014,-122.403277,"Camas, WA",Washington,WA
777,Odessa,United States,38.9995797,-93.9539663,"Odessa, MO",Missouri,MO
778,Barranquilla,Colombia,10.9810761,-74.7988827,"Barranquilla, Atlántico, Atlántico",Atlántico,ATL
779,Sayre,United States,41.9789631,-76.515499,"Sayre, PA",Pennsylvania,PA
780,Port Saint Joe,United States,29.8118757,-85.302974,"Port Saint Joe, FL",Florida,FL
781,Brunswick,Australia,-33.2559469,115.840406,Brunswick,Western Australia,WA
782,Mount Arlington,United States,40.9259319,-74.6348829,"Mount Arlington, NJ",New Jersey,NJ
783,Yellowknife,Canada,62.4540807,-114.377385,"Yellowknife, NT",Northwest Territories,NT
784,Kenmore,United States,47.7573202,-122.2440148,"Kenmore, WA",Washington,WA
785,Salyersville,United States,37.7525922,-83.0687816,"Salyersville, KY",Kentucky,KY
786,Blackwater and Hawley,United Kingdom,51.33013,-0.77737,"Blackwater, Hampshire, South East England, England, England",England,ENG
787,Kewanee,United States,41.2455927,-89.9248303,"Kewanee, IL",Illinois,IL
788,Claymont,United States,39.8006685,-75.4596404,"Claymont, DE",Delaware,DE
789,Monument,United States,39.0916586,-104.872758,"Monument, CO",Colorado,CO
790,Wallaceburg,Canada,42.5928652,-82.3873866,"Wallaceburg, ON",Ontario,ON
791,Fountain Hills,United States,33.6117105,-111.717361,"Fountain Hills, AZ",Arizona,AZ
792,Galloway Township,United States,39.45039355,-74.53584969687499,"Galloway, NJ",New Jersey,NJ
793,South Cornelly,United Kingdom,51.50265205,-3.6988578378443306,"South Cornelly, Wales, Wales",Wales,WLS
794,Warminster Township,United States,40.2067751,-75.0996159,"Warminster, PA",Pennsylvania,PA
795,Saltford,United Kingdom,51.3995597,-2.4504354,"Saltford, England, England",England,ENG
796,Ponte Vedra Beach,United States,30.2274645,-81.3800824,"Ponte Vedra, FL",Florida,FL
797,Trenton,United States,42.1406552,-83.1800544,"Trenton, MI",Michigan,MI
798,Seat Pleasant,United States,38.8879957,-76.8987649,"Seat Pleasant, MD",Maryland,MD
799,Watertown,United States,44.899211,-97.115289,"Watertown, SD",South Dakota,SD
800,Saltcoats,United Kingdom,55.6332429,-4.7887547,"Saltcoats, Scotland, Scotland",Scotland,SCT
801,Swartz Creek,United States,42.9572508,-83.8305144,"Swartz Creek, MI",Michigan,MI
802,New York,United States,40.6984364,-73.7606881,"Saint Albans, NY",New York,NY
803,Pontotoc,United States,34.2478831,-88.998673,"Pontotoc, MS",Mississippi,MS
804,Odessa,United States,28.183222,-82.55402792188,"Odessa, FL",Florida,FL
805,Sandy Springs,United States,33.9242688,-84.3785379,"Sandy Springs, GA",Georgia,GA
806,Bryant,United States,34.5959265,-92.4890469,"Bryant, AR",Arkansas,AR
807,Salem,United States,37.293378,-80.054667,"Salem, VA",Virginia,VA
808,Frontenac,United States,38.6358442,-90.4149786,"Frontenac, MO",Missouri,MO
809,Waxahachie,United States,32.3944908,-96.8439365,"Waxahachie, TX",Texas,TX
810,Edgewater,United States,40.8270448,-73.975694,"Edgewater, NJ",New Jersey,NJ
811,Whitewater,United States,42.8336422,-88.7292679,"Whitewater, WI",Wisconsin,WI
812,Washington,United States,40.7033988,-89.4065113,"Washington, IL",Illinois,IL
813,Salmon Arm,Canada,50.7005059,-119.2790529,"Salmon Arm, BC",British Columbia,BC
814,Milford Haven,United Kingdom,51.7154656,-5.0413715,"Milford Haven, Wales, Wales",Wales,WLS
815,Denbigh,United Kingdom,53.1833572,-3.419586,"Denbigh, Wales, Wales",Wales,WLS
816,Bellevue,United States,47.596411,-122.111391,"West Lake Sammamish, WA",Washington,WA
817,Sallisaw,United States,35.4587305,-94.7879436,"Sallisaw, OK",Oklahoma,OK
818,Tonypandy,United Kingdom,51.6198222,-3.4490713,"Tonypandy, Wales, Wales",Wales,WLS
819,Wetaskiwin,Canada,52.968492,-113.36792,"Wetaskiwin, AB",Alberta,AB
820,Huntingburg,United States,38.2989422,-86.9549972,"Huntingburg, IN",Indiana,IN
821,Mountain Heaven,United States,31.9593333,-95.331895,"Mountain Heaven, TX",Texas,TX
822,City of Tonawanda,United States,43.020679,-78.878383,"Tonawanda, NY",New York,NY
823,Heswall,United Kingdom,53.3283218,-3.1002176,"Heswall, England, England",England,ENG
824,Oak Park Heights,United States,45.0313559,-92.7929842,"Oak Park Heights, Washington, MN, Optional[MN]",Minnesota,MN
825,Tonyrefail,United Kingdom,51.5846312,-3.4316746,"Tonyrefail, Wales, Wales",Wales,WLS
826,Frinton-on-Sea,United Kingdom,51.8293064,1.2462138,"Frinton-on-Sea, England, England",England,ENG
827,South Kingstown,United States,41.437324,-71.5014469,"Wakefield, RI",Rhode Island,RI
828,Chesapeake Beach,United States,37.8409625,-76.2502207,"Chesapeake Beach, VA",Virginia,VA
829,North Versailles,United States,40.3797913,-79.8094916,"North Versailles, PA",Pennsylvania,PA
830,Cambridgeshire,United Kingdom,52.2657649,0.1909734,"Waterbeach, England, England",England,ENG
831,Montreal West,Canada,45.4528545,-73.6442442,"Montréal-Ouest, QC",Quebec,QC
832,Montgomery Village,United States,39.1729034,-77.2030297,"Montgomery Village, MD",Maryland,MD
833,St. James,United States,37.9970626,-91.6139952,"Saint James, MO",Missouri,MO
834,Wales,United States,48.895238,-98.600806,"Bangor-is-y-coed, Wales, Wales",North Dakota,ND
835,West Warwick,United States,41.7061296,-71.5221451,"West Warwick, RI",Rhode Island,RI
836,Mount Horeb,United States,43.0086183,-89.7384557,"Mount Horeb, WI",Wisconsin,WI
837,Fairway,United States,39.0222277,-94.6319018,"Fairway, KS",Kansas,KS
838,Loudwater,United Kingdom,51.6056798,-0.6969376,"Loudwater, England, England",England,ENG
839,Fort Washington,United States,38.7125305,-77.0124598,"Fort Washington, MD",Maryland,MD
840,San Joaquin,United States,36.6066162,-120.1890447,"San Joaquin, CA",California,CA
841,City Of Kalamunda,Australia,-31.9434617,116.0056139,"High Wycombe, Western Australia",Western Australia,WA
842,Lethbridge,Canada,49.689337,-112.828748,"San Ramon Village, CA",Alberta,AB
843,Pleasant Grove,United States,40.3640349,-111.7386884,"Pleasant Grove, UT",Utah,UT
844,Saline,United States,42.1667072,-83.7816075,"Saline, MI",Michigan,MI
845,Center Point,United States,33.6456583,-86.6836001,"Center Point, AL",Alabama,AL
846,Grosse Pointe,United States,42.3861485,-82.9118591,"Grosse Pointe, MI",Michigan,MI
847,Swansboro,United States,34.6896728,-77.1232174,"Swansboro, NC",North Carolina,NC
848,Wales,United States,42.737098,-78.521276,"Ewloe, Wales, Wales",New York,NY
849,Stoke-on-Trent,United Kingdom,52.9668587,-2.1918521,"Trentham, England, England",England,ENG
850,Waverly,United States,36.0830353,-87.7945789,"Waverly, TN",Tennessee,TN
851,Pom-o-sa Heights,United States,38.1744715,-93.3960371,"Pom-o-sa Heights, MO",Missouri,MO
852,Neepawa,Canada,50.2319353,-99.4637261,"Neepawa, MB",Manitoba,MB
853,Ottawa,United States,38.6153828,-95.2678474,"Ottawa, KS",Kansas,KS
854,Mercer Island,United States,47.5766324,-122.2276378,"Mercer Island, WA",Washington,WA
855,Catoosa,United States,36.188987,-95.745817,"Catoosa, OK",Oklahoma,OK
856,Iowa,United States,30.2368772,-93.0137569,"Iowa, LA",Louisiana,LA
857,Norwalk,United States,41.2424219,-82.6155745,"Norwalk, OH",Ohio,OH
858,Atascadero,United States,35.4894169,-120.6707255,"Atascadero, CA",California,CA
859,Bengaluru,India,13.0662693,77.6336142,Thanisandra Main Rd,Karnataka,KA
860,Sweetwater,United States,35.6014636,-84.4610394,"Sweetwater, TN",Tennessee,TN
861,Ottawa,United States,41.0192185,-84.0471666,"Ottawa, OH",Ohio,OH
862,Pontyclun,United Kingdom,51.5238395,-3.3920553,"Pontyclun, Wales, Wales",Wales,WLS
863,Melbourne,Australia,-38.019932,145.302911,Fountain Gate,Victoria,VIC
864,Bournemouth,United Kingdom,50.740144,-1.878759,"Winton, South West England, England, England",England,ENG
865,Bunbury,Australia,-33.319663,115.637585,"Mount Washing, OH",Western Australia,WA
866,Chimichagua,Colombia,9.2556968,-73.8913184,"Telecom, Cesar, Cesar",Cesar,CES
867,Center,United States,31.7952814,-94.1803576,"Center, TX",Texas,TX
868,Gorseinon,United Kingdom,51.6681839,-4.0339833,"Gorseinon, Wales, Wales",Wales,WLS
869,Amlwch,United Kingdom,53.4087836,-4.3463051,"Amlwch, Wales, Wales",Wales,WLS
870,Montville,United States,41.4649811,-72.1538184,"Montville, CT",Connecticut,CT
871,Borough of Runnymede,United Kingdom,51.4033624,-0.5661711,"Virginia Water, England, England",England,ENG
872,Stanwood,United States,48.24216,-122.3520327,"Stanwood, WA",Washington,WA
873,San Jose,United States,35.3972397,-105.4756569,"San Jose, NM",New Mexico,NM
874,Melbourne,Australia,-37.7250777,144.9379604,"Pascoe Vale, Victoria",Victoria,VIC
875,St. Peter,United States,44.3238384,-93.9585295,"Saint Peter, MN",Minnesota,MN
876,Redland City,Australia,-27.5241885,153.2652239,"Cleveland, Queensland, Queensland",Queensland,QLD
877,West St. Paul,United States,44.9101545,-93.0802073,"West Saint Paul, MN",Minnesota,MN
878,Dundonald,United Kingdom,54.598432,-5.834663,"Stormont, Northern Ireland, Northern Ireland",Northern Ireland,NIR
879,Wales,United Kingdom,53.34061,-1.28162,"Cross Hands, Wales, Wales",England,ENG
880,Cockeysville,United States,39.4922608,-76.6589528,"Hunt Valley, MD",Maryland,MD
881,Leicester,United Kingdom,52.6373846,-1.149394,"Warren Street, England, England",England,ENG
882,Waynesburg,United States,39.8964641,-80.1792299,"Waynesburg, PA",Pennsylvania,PA
883,Durant,United States,33.9919761,-96.3776762,"Durant, OK",Oklahoma,OK
884,Montrose,United States,43.176694,-83.892744,"Montrose, MI",Michigan,MI
885,Morganton,United States,35.7454291,-81.6870837,"Morganton, NC",North Carolina,NC
886,Clinton,United States,34.4726277,-81.8806562,"Clinton, SC",South Carolina,SC
887,Conway,United States,33.8360035,-79.0478143,"Conway, SC",South Carolina,SC
888,Fountain,United States,38.751126,-104.74463115441176,"Fountain, CO",Colorado,CO
889,Valley,United Kingdom,53.2815404,-4.5634307,"Valley, Wales, Wales",Wales,WLS
890,Swarthmore,United States,39.9020565,-75.3499124,"Swarthmore, PA",Pennsylvania,PA
891,Sequim,United States,48.0849312,-123.1096706,"Sequim, WA",Washington,WA
892,Saginaw,United States,32.8601275,-97.3639068,"Saginaw, TX",Texas,TX
893,Sartell,United States,45.6216319,-94.2069365,"Sartell, MN",Minnesota,MN
894,Monticello,United States,45.3053901,-93.7939996,"Monticello, MN",Minnesota,MN
895,Port Orchard,United States,47.5315625,-122.6384056,"Port Orchard, WA",Washington,WA
896,Mount Orab,United States,39.0275659,-83.919652,"Mount Orab, OH",Ohio,OH
897,Sacramento,United States,32.7925983,-105.560536,"Sacramento, NM",New Mexico,NM
898,Ponteland,United Kingdom,55.0498798,-1.7435142,"Ponteland, England, England",England,ENG
899,Mount Gilead,United States,40.5492265,-82.8274015,"Mount Gilead, OH",Ohio,OH
900,Swift Current,Canada,50.2849138,-107.7984496,"Swift Current, SK",Saskatchewan,SK
901,Waikoloa Village,United States,19.94256305,-155.78649035477218,"Waikoloa, HI",Hawaii,HI
902,Belmont,United States,35.2438272,-81.0377322,"Belmont, NC",North Carolina,NC
903,Waller,United States,30.0640003,-95.9250516,"Waller, TX",Texas,TX
904,St Marys,Australia,-33.774201,150.775353,"Saint Marys, New South Wales, New South Wales",New South Wales,NSW
905,Fremont,United States,41.7308834,-84.9327395,"Fremont, IN",Indiana,IN
906,Sapulpa,United States,36.0005035,-96.1049612,"Sapulpa, OK",Oklahoma,OK
907,Guntersville,United States,34.3581474,-86.2947041,"Guntersville, AL",Alabama,AL
908,Acton,United States,34.469994,-118.1967418,"Acton, CA",California,CA
909,Santana de Parnaíba,Brazil,-23.4446715,-46.9167722,Santana de Parnaíba,São Paulo,SP
910,Bucaramanga,Colombia,7.1172633,-73.1156668,"Bucaramanga, Santander, Santander",Santander,SAN
911,Sydney,Australia,-33.928717,151.0522591,"Punchbowl, New South Wales",New South Wales,NSW
912,Benton Harbor,United States,42.1167065,-86.4541894,"Benton Harbor, MI",Michigan,MI
913,Burnt Hills,United States,42.9097982,-73.8951234,"Burnt Hills, NY",New York,NY
914,Cantwell,United States,63.392185,-148.9538591,"Cantwell, AK",Alaska,AK
915,King's Lynn and West Norfolk,United Kingdom,52.9533215,0.5056418,"Hunstanton, England, England",England,ENG
916,Melbourne,Australia,-37.7639467,144.8361969,"Sunshine North, Victoria",Victoria,VIC
917,Borough of Fylde,United Kingdom,53.753181,-3.02895,"Saint Annes on the Sea, England, England",England,ENG
918,Wainwright,United States,70.61479505,-159.86420916820765,"Fort Wainwright, AK",Alaska,AK
919,Newark,United States,40.735657,-74.1723667,Newark,New Jersey,NJ
920,Toronto,Canada,43.6506851,-79.501724,"The Kingsway, ON",Ontario,ON
921,Waiblingen,Germany,48.8425793,9.3305129,Waiblingen,Baden-Württemberg,BW
922,Sydney,Australia,-33.860451,151.0806118,"Homebush, New South Wales, New South Wales",New South Wales,NSW
923,Norway,United States,45.786902,-87.903736,"Norway, MI",Michigan,MI
924,Wales,United Kingdom,53.34061,-1.28162,"Treharris, Wales, Wales",England,ENG
925,Anantapur,India,14.6783221,77.6065039,"Anantapur, Andhra Pradesh, Andhra Pradesh",Andhra Pradesh,AP
926,Passaic,United States,40.8567663,-74.1284764,"Passaic, NJ",New Jersey,NJ
927,Montverde,United States,28.6002769,-81.673964,"Montverde, FL",Florida,FL
928,Montrose,United States,41.8339654,-75.8771388,"Montrose, PA",Pennsylvania,PA
929,Saint Croix,United States,38.2239489,-86.5863736,Saint Croix,Indiana,IN
930,Waianae,United States,21.446678,-158.185272,"Waianae, HI",Hawaii,HI
931,Tredegar,United Kingdom,51.786947,-3.267443,"Tredegar, Wales, Wales",Wales,WLS
932,Town of Montgomery,United States,41.5275938,-74.236816,"Montgomery, NY",New York,NY
933,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Ringwood, Victoria, Victoria",Tamaulipas,TAM
934,Seattle,United States,47.6765073,-122.3862233,"Ballard, WA",Washington,WA
935,Sandwell,United Kingdom,52.4626405,-2.0128137,"Quinton, West Midlands, West Midlands, England, England",England,ENG
936,East Devon,United Kingdom,50.805436,-2.9875049,All Saints,England,ENG
937,Sydney,Australia,-33.8690024,151.1290231,"Five Dock, New South Wales",New South Wales,NSW
938,Centurion,South Africa,-25.836389,28.180278,Centurion,Gauteng,GT
939,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Cremorne, Victoria, Victoria",Tamaulipas,TAM
940,Wallace,United States,34.735724,-77.9952628,"Wallace, NC",North Carolina,NC
941,Old Toronto,Canada,43.62165,-79.396318,"Huntington Park, Los Angeles, CA, Optional[CA]",Ontario,ON
942,Antelope,United States,38.7082357,-121.3299513,"Antelope, CA",California,CA
943,Phoenix,United States,33.3194186,-112.0312962,"Ahwatukee, AZ",Arizona,AZ
944,San Tan Valley,United States,33.1775233,-111.5478925,San Tan Valley,Arizona,AZ
945,Uniontown,United States,39.900076,-79.7164326,"Uniontown, PA",Pennsylvania,PA
946,Ewing Township,United States,40.263997,-74.8184964,"West Trenton, NJ",New Jersey,NJ
